,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3466,Maruti Dzire New,Pune,2016,30500,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5.0,7.65
3467,Ford Figo Diesel Titanium,Hyderabad,2012,71558,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,3.3
3468,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,20604,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,39.62
3469,Maruti Alto 800 2016-2019 LXI,Bangalore,2014,73000,Petrol,Manual,Second,24.7 kmpl,796 CC,47.3 bhp,5.0,2.75
3470,Hyundai i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.85 bhp,5.0,3.3
3471,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5.0,5.96
3472,Tata Zest Quadrajet 1.3,Kochi,2016,54199,Diesel,Manual,First,23.0 kmpl,1248 CC,88.8 bhp,5.0,5.0
3473,Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,Jaipur,2014,72618,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,7.0,8.0
3474,Honda City 1.5 S MT,Delhi,2009,73200,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,2.78
3475,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2010,73000,Petrol,Automatic,First,10.93 kmpl,3498 CC,272 bhp,5.0,10.4
3476,Land Rover Range Rover TDV8 (Diesel),Bangalore,2011,55000,Diesel,Automatic,First,10.2 kmpl,4367 CC,308 bhp,7.0,67.0
3477,Maruti Omni MPI STD BSIV,Jaipur,2012,126000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,5.0,1.6
3478,Maruti Ritz VDi,Hyderabad,2013,85388,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,3.9
3479,Honda Mobilio S i VTEC,Kochi,2018,35442,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7.0,7.32
3480,BMW 3 Series 320d M Sport,Mumbai,2016,38000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,23.99
3481,Hyundai Grand i10 Asta,Kolkata,2015,15305,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,3.75
3482,Toyota Etios VD,Bangalore,2013,37000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5.0,5.75
3483,Renault Duster 110PS Diesel RxZ,Kochi,2016,57390,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,6.73
3484,BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090,Diesel,Automatic,First,16.2 kmpl,2993 CC,258 bhp,5.0,45.73
3485,Renault Duster 110PS Diesel RxZ,Ahmedabad,2013,58000,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.45 bhp,5.0,5.2
3486,BMW X5 3.0d,Coimbatore,2010,101119,Diesel,Automatic,First,11.0 kmpl,2993 CC,235 bhp,5.0,18.46
3487,Tata Indica Vista TDI LX,Jaipur,2012,90000,Diesel,Manual,First,19.4 kmpl,1405 CC,70 bhp,5.0,2.5
3488,Ford Figo Diesel ZXI,Jaipur,2010,100002,Diesel,Manual,Third,20.0 kmpl,1399 CC,68 bhp,5.0,1.28
3489,Maruti Vitara Brezza VDi Option,Delhi,2017,40000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,7.85
3490,Datsun redi-GO T Option,Coimbatore,2017,27509,Petrol,Manual,First,22.7 kmpl,799 CC,53.64 bhp,5.0,3.31
3491,Maruti Swift ZXI,Mumbai,2016,19000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,5.55
3492,Jaguar XF 3.0 Litre S Premium Luxury,Mumbai,2014,30900,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,29.5
3493,Hyundai i20 2015-2017 1.4 Magna ABS,Pune,2012,64000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5.0,4.25
3494,Hyundai Verna 1.6 VTVT,Pune,2011,68000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,3.7
3495,Honda City 1.5 V MT,Delhi,2010,87430,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,3.5
3496,Hyundai Santro Xing XO eRLX Euro II,Kochi,2008,80759,Petrol,Manual,Third,17.0 kmpl,1086 CC,null bhp,5.0,1.67
3497,Mercedes-Benz GLA Class 200 CDI SPORT,Kolkata,2015,35000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,20.99
3498,Audi Q5 2.0 TDI Premium Plus,Bangalore,2014,53900,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,29.0
3499,Hyundai Verna SX CRDi AT,Chennai,2012,41000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.32 bhp,5.0,6.25
3500,Maruti Alto K10 VXI,Kolkata,2018,2100,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,3.6
3501,Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,3.75
3502,Hyundai i10 Sportz,Coimbatore,2015,41008,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,4.87
3503,Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,2011,14000,Petrol,Manual,Second,17.5 kmpl,1197 CC,85.8 bhp,5.0,3.2
3504,Maruti Ertiga VDI,Mumbai,2018,14000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,9.25
3505,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,32000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,9.5
3506,Ford Figo Petrol ZXI,Coimbatore,2011,51593,Petrol,Manual,Second,15.6 kmpl,1196 CC,70 bhp,5.0,3.47
3507,Maruti Swift Dzire LXI,Delhi,2014,56510,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,3.9
3508,BMW 3 Series 320d Sedan,Bangalore,2008,78000,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,5.0,7.2
3509,Audi Q5 2008-2012 2.0 TDI,Kochi,2013,13452,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,5.0,25.46
3510,Mahindra XUV500 W8 2WD,Coimbatore,2015,36836,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,12.49
3511,Maruti Zen LXI,Hyderabad,2005,84060,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5.0,1.25
3512,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Chennai,2007,145000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,5.0
3513,Mahindra XUV500 W8 2WD,Kolkata,2013,87284,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,7.8
3514,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,Diesel,Automatic,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.5
3515,Chevrolet Beat LS,Coimbatore,2011,64831,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5.0,3.21
3516,Maruti Wagon R VXI,Delhi,2016,22000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,3.7
3517,Land Rover Freelander 2 TD4 SE,Jaipur,2012,119203,Diesel,Automatic,First,0.0 kmpl,2179 CC,115 bhp,5.0,16.5
3518,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,3.89
3519,BMW X3 xDrive30d M Sport,Bangalore,2016,49000,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5.0,45.0
3520,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,14500,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,20.75
3521,Land Rover Range Rover 3.0 Diesel LWB Vogue,Hyderabad,2017,25000,Diesel,Automatic,First,13.33 kmpl,2993 CC,255 bhp,5.0,160.0
3522,Honda Amaze SX i-DTEC,Kochi,2016,51806,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,5.4
3523,Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2015,25845,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,5.84
3524,Maruti Swift VDI,Hyderabad,2012,80799,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,4.9
3525,Audi A6 35 TFSI Matrix,Delhi,2018,22000,Petrol,Automatic,First,15.26 kmpl,1798 CC,187.74 bhp,5.0,41.5
3526,Maruti Swift Dzire LDI,Jaipur,2015,144000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,5.25
3527,Honda Amaze S i-Dtech,Kolkata,2013,38755,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,3.2
3528,Hyundai Verna CRDi 1.6 SX Option,Hyderabad,2008,109606,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,2.9
3529,Mahindra Scorpio S8 8 Seater,Delhi,2015,61000,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,8.0,9.5
3530,Hyundai i20 Era 1.4 CRDi,Kochi,2014,46566,Diesel,Manual,First,22.54 kmpl,1396 CC,88.76 bhp,5.0,4.4
3531,Maruti Baleno Alpha CVT,Mumbai,2018,3000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8.85
3532,Maruti Grand Vitara AT,Chennai,2008,77000,Petrol,Automatic,Fourth & Above,9.7 kmpl,1995 CC,163.5 bhp,5.0,5.5
3533,Volkswagen Vento 1.6 Comfortline,Kochi,2012,60818,Petrol,Manual,First,16.09 kmpl,1598 CC,103.5 bhp,5.0,3.59
3534,Hyundai Creta 1.6 SX,Ahmedabad,2016,21000,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5.0,10.9
3535,Honda City i DTEC SV,Kolkata,2014,26000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,5.5
3536,Hyundai i20 1.4 CRDi Asta,Hyderabad,2012,60788,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,4.5
3537,BMW 5 Series 2010-2013 525i,Mumbai,2009,128000,Petrol,Automatic,First,10.8 kmpl,2497 CC,215 bhp,5.0,7.0
3538,Ford Ecosport 1.5 Ti VCT MT Trend,Coimbatore,2014,62497,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5.0,7.52
3539,Toyota Etios Liva G,Chennai,2015,53713,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5.0,4.2
3540,Mercedes-Benz B Class B200 CDI,Coimbatore,2017,48161,Diesel,Automatic,First,15.0 kmpl,2143 CC,107.3 bhp,5.0,20.87
3541,Hyundai Verna 1.6 CRDI,Kolkata,2014,32000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,4.3
3542,Maruti Swift VXI BSIV,Kolkata,2017,13000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,4.65
3543,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Kochi,2018,21603,Diesel,Automatic,First,13.0 kmpl,2987 CC,265 bhp,5.0,70.15
3544,Ford EcoSport 1.5 Ti VCT AT Titanium BE,Mumbai,2016,26000,Petrol,Automatic,First,16.05 kmpl,1499 CC,110.4 bhp,5.0,7.65
3545,Maruti Swift VXi BSIV,Delhi,2016,42000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5.0,4.75
3546,Maruti Dzire VXI,Kolkata,2011,46687,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,2.7
3547,Honda Brio VX AT,Mumbai,2014,35000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,4.25
3548,Honda City V MT,Delhi,2010,43000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,5.0,3.75
3549,Hyundai i10 Sportz 1.2,Hyderabad,2013,59000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,3.45
3550,Ford Ecosport 1.5 DV5 MT Titanium,Pune,2014,72100,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,5.45
3551,Jaguar XE Portfolio,Mumbai,2017,9000,Petrol,Automatic,First,13.5 kmpl,1999 CC,246.74 bhp,5.0,34.5
3552,Hyundai i20 1.2 Spotz,Mumbai,2017,14000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,5.95
3553,BMW 3 Series 320d Highline,Mumbai,2009,58557,Diesel,Automatic,Third,16.07 kmpl,1995 CC,181 bhp,5.0,8.0
3554,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,43041,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.01
3555,Mahindra Bolero ZLX,Jaipur,2013,63000,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7.0,5.5
3556,Toyota Fortuner 3.0 Diesel,Chennai,2010,242000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,11.0
3557,Volkswagen Vento 1.5 TDI Highline,Mumbai,2013,49105,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,4.4
3558,Mahindra Bolero ZLX,Coimbatore,2016,82756,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7.0,7.7
3559,Volkswagen Vento Petrol Highline AT,Pune,2013,41000,Petrol,Automatic,First,14.4 kmpl,1598 CC,103.6 bhp,5.0,5.25
3560,BMW 6 Series 650i Coupe,Kochi,2010,65329,Petrol,Automatic,First,7.94 kmpl,4395 CC,450 bhp,4.0,20.72
3561,Hyundai i20 1.2 Sportz,Delhi,2015,42000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,5.1
3562,Maruti Baleno LXI,Hyderabad,2005,92450,Petrol,Manual,First,15.4 kmpl,1590 CC,94 bhp,5.0,1.2
3563,Maruti Swift VDi BSIII W/ ABS,Pune,2015,79000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5.0,5.75
3564,Chevrolet Cruze LTZ AT,Pune,2012,137008,Diesel,Automatic,First,18.1 kmpl,1991 CC,147.9 bhp,4.0,4.65
3565,Hyundai Grand i10 Magna AT,Mumbai,2016,9000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,5.45
3566,Maruti Swift Vdi BSIII,Pune,2010,135000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5.0,3.1
3567,Toyota Fortuner 3.0 Diesel,Mumbai,2010,41650,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7.0,10.99
3568,Maruti Celerio ZXI AT,Pune,2016,54000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,4.5
3569,Toyota Fortuner 3.0 Diesel,Pune,2014,55960,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,17.25
3570,Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,Hyderabad,2014,51355,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,27.0
3571,Maruti Swift VXi BSIV,Pune,2017,12000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5.0,5.5
3572,Hyundai i10 Magna,Mumbai,2010,55980,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,2.25
3573,Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,93000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5.0,5.0
3574,Hyundai Tucson CRDi,Jaipur,2007,103515,Diesel,Manual,Third,12.6 kmpl,1991 CC,112 bhp,7.0,5.0
3575,Renault KWID RXT,Kochi,2017,16542,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,3.3
3576,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,6.86
3577,Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,11.5
3578,Maruti Eeco 7 Seater Standard,Hyderabad,2015,90413,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7.0,2.95
3579,Hyundai EON Magna Plus,Chennai,2014,37000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,3.25
3580,Maruti Alto LXi,Hyderabad,2011,76976,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,2.15
3581,Hyundai Creta 1.6 CRDi SX,Kochi,2017,40459,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,13.28
3582,Skoda Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5.0,3.65
3583,Maruti Swift Dzire VDI,Hyderabad,2017,22000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,7.95
3584,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,41000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,3.1
3585,Renault Duster 85PS Diesel RxL,Pune,2016,60000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,8.0
3586,Maruti Dzire VDI,Kolkata,2015,28193,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,5.25
3587,Maruti Baleno RS 1.0 Petrol,Mumbai,2017,16900,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5.0,6.99
3588,Honda Jazz 1.2 V i VTEC,Mumbai,2015,20568,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,5.6
3589,Maruti Wagon R LXI Minor,Pune,2009,120000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,1.69
3590,Honda Amaze VX i-DTEC,Hyderabad,2014,74885,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,5.4
3591,Volkswagen Polo Diesel Comfortline 1.2L,Coimbatore,2015,46190,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,5.86
3592,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,6.27
3593,Honda City ZX VTEC,Chennai,2006,109000,Petrol,Manual,First,16.9 kmpl,1497 CC,100 bhp,5.0,1.5
3594,Maruti Baleno Alpha 1.3,Hyderabad,2016,30112,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,7.79
3595,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,27467,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,39.05
3596,Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,2.1
3597,Honda City i VTEC CVT SV,Kochi,2017,39430,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,8.29
3598,Ford Figo 2015-2019 1.5P Titanium AT,Mumbai,2017,16000,Petrol,Automatic,First,17.01 kmpl,1499 CC,110.4 bhp,5.0,5.95
3599,Hyundai Verna 1.4 VTVT,Kolkata,2015,33425,Petrol,Manual,First,17.43 kmpl,1396 CC,105.5 bhp,5.0,4.5
3600,Porsche Boxster S tiptronic,Kolkata,2015,10512,Petrol,Automatic,First,8.6 kmpl,2706 CC,265 bhp,2.0,64.0
3601,Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,Bangalore,2012,66538,Diesel,Automatic,First,10.2 kmpl,4367 CC,308 bhp,7.0,70.0
3602,Maruti Swift ZDi,Jaipur,2011,120000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5.0,3.2
3603,Tata Nano XTA,Coimbatore,2016,5240,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4.0,3.6
3604,Renault Duster 85PS Diesel RxL,Coimbatore,2015,63591,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5.0,5.35
3605,Toyota Innova 2.5 V Diesel 7-seater,Pune,2011,68000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,7.0,7.0
3606,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,57456,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,21.56
3607,Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2017,50170,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,14.79
3608,Ford Ikon 1.3 Flair,Pune,2006,98293,Petrol,Manual,Second,13.8 kmpl,1299 CC,70 bhp,5.0,1.55
3609,Maruti Ignis 1.2 Delta,Coimbatore,2019,16862,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,6.06
3610,Hyundai Verna 1.6 SX,Delhi,2014,62000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,5.7
3611,Toyota Etios Liva V,Pune,2012,24500,Petrol,Manual,Second,18.3 kmpl,,,,2.95
3612,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,32205,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,25.31
3613,Toyota Corolla Executive (HE),Chennai,2007,89000,Petrol,Manual,First,13.4 kmpl,1794 CC,125 bhp,5.0,3.0
3614,Ford Figo Diesel EXI,Jaipur,2010,90000,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5.0,1.4
3615,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2013,25000,Diesel,Automatic,Second,14.84 kmpl,2143 CC,167.62 bhp,5.0,21.0
3616,Maruti Alto 800 2016-2019 VXI,Hyderabad,2017,2530,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,3.3
3617,Hyundai i20 Sportz Option Diesel,Kochi,2013,67914,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,3.45
3618,Hyundai i20 1.2 Sportz,Bangalore,2012,52237,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,4.5
3619,Hyundai Grand i10 CRDi SportZ Edition,Delhi,2014,58000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,3.25
3620,Maruti Celerio VXI,Kochi,2017,3923,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,5.2
3621,BMW 3 Series 320d Highline,Delhi,2011,64000,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5.0,10.5
3622,Maruti Swift Dzire VDi,Jaipur,2010,71000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,3.3
3623,Renault Fluence 1.5,Pune,2012,56000,Diesel,Manual,Second,20.4 kmpl,1461 CC,108.5 bhp,5.0,3.5
3624,Maruti Swift VDI BSIV,Delhi,2014,57319,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,4.25
3625,Mahindra XUV500 W8 2WD,Kochi,2014,70963,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,7.83
3626,Honda Jazz 1.2 E i VTEC,Kochi,2018,38593,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,6.17
3627,Maruti Alto LXi BSIII,Jaipur,2010,73513,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,1.85
3628,Datsun redi-GO T Option,Kochi,2018,30953,Petrol,Manual,First,22.7 kmpl,799 CC,53.64 bhp,5.0,3.48
3629,Volkswagen Vento 2013-2015 1.6 Comfortline,Kochi,2016,25899,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,5.0,6.2
3630,Ford Fiesta Classic 1.4 Duratorq LXI,Mumbai,2014,61000,Diesel,Manual,First,18.6 kmpl,1388 CC,67 bhp,5.0,2.98
3631,Maruti Celerio VXI AT Optional,Pune,2017,20000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,4.7
3632,Maruti Ritz VDi,Mumbai,2011,75308,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5.0,2.8
3633,Maruti Swift 1.3 VXi,Kolkata,2014,32986,Petrol,Manual,First,16.1 kmpl,,,,4.24
3634,Nissan Micra XL Primo,Jaipur,2010,75055,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,5.0,2.25
3635,Honda City i VTEC V,Coimbatore,2017,27279,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,9.47
3636,Toyota Fortuner 2.8 2WD AT,Kochi,2019,21719,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7.0,33.13
3637,Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,Diesel,Manual,First,18.2 kmpl,1248 CC,73.8 bhp,8.0,3.25
3638,Maruti Wagon R AMT VXI,Jaipur,2017,34000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,4.35
3639,Maruti Dzire VDI,Kochi,2017,54758,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,6.67
3640,Hyundai i20 Active S Diesel,Jaipur,2015,81310,Diesel,Manual,First,21.19 kmpl,1396 CC,88.76 bhp,5.0,5.9
3641,Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,2.65
3642,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,40000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5.0,14.5
3643,Hyundai Verna 1.6 SX VTVT (O) AT,Coimbatore,2012,54957,Petrol,Automatic,First,17.1 kmpl,1591 CC,121.4 bhp,5.0,5.37
3644,Maruti Swift Dzire ZXI,Chennai,2017,28000,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5.0,6.25
3645,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,10.75
3646,Maruti Ertiga VDI,Mumbai,2016,54000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,7.75
3647,Nissan Micra XV,Kolkata,2011,44000,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,5.0,2.65
3648,Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,4.9
3649,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2017,42366,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,31.93
3650,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5.0,2.8
3651,Honda City V MT,Pune,2013,127000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,5.0,4.5
3652,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66035,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,2.49
3653,Ford Fiesta Classic 1.4 Duratorq LXI,Kochi,2015,69749,Diesel,Manual,First,18.6 kmpl,1388 CC,67 bhp,5.0,3.82
